id	kind	width	lines	ja	ko
R340.0	bio	36	4	曹操配下の将。車騎将軍。呂布の討伐後⏎都へ向かう劉備の代理として徐州を統治⏎する。劉備の帰還後、曹操の命で劉備の⏎暗殺を謀るが、関羽に斬られた	조조 휘하의 장수. 거기장군. 여포⏎토벌 후 상경하는 유비 대신 서주를⏎다스렸다. 유비가 돌아오자 조조의⏎명으로 암살을 꾀하다 관우에게 베였다
R341.0	bio	36	4	呉の将。諸葛誕の乱の際、丞相・孫{U:F072}の⏎命令で援軍の先鋒となった。敗戦続きで⏎孫{U:F072}の怒りを買い、司馬昭に敗れたのち⏎に処刑された	오의 장수. 제갈탄의 난 때 승상⏎손침의 명으로 원군의 선봉이 되었다.⏎연패로 손침의 분노를 사 사마소에게⏎패한 뒤 처형되었다
R342.0	bio	36	4	演義では会稽太守・王朗配下の将。孫策⏎軍の太史慈と戦う王朗に加勢するが、背⏎後を突かれ、城内に逃げ込む。客将・厳⏎白虎と追撃に出て罠にはまり、斬られた	연의에선 회계 태수 왕랑 휘하의 장수.⏎손책군 태사자와 싸우는 왕랑을 돕다⏎배후를 찔려 성으로 달아났다. 객장⏎엄백호와 추격하다 덫에 걸려 베였다
R343.0	bio	36	4	晋の牙将。杜預の配下として、呉討伐に⏎従軍する。水軍八百を率いて夏口を攻略⏎し、敵将・孫{U:F055}、沈瑩を斬るという大功⏎を挙げた	진의 아장. 두예 휘하에서 오 토벌에⏎종군했다. 수군 800을 이끌고 하구를⏎공략해 적장 손흠, 심영을 베는 대공을⏎세웠다
R344.0	bio	36	4	魏の臣。{U:F04B}州刺史。諸葛誕討伐の右備え⏎の軍を率いる。鍾会の策略で敵をおびき⏎寄せ、石苞とともに伏兵を率いて勝利を⏎得た	위의 신하. 연주자사. 제갈탄 토벌 때⏎우익군을 이끌었다. 종회의 책략으로⏎적을 유인하고 석포와 함께 복병을⏎이끌어 승리를 거두었다
R345.0	bio	36	4	呉の臣。{U:F070}陽太守。魏の曹休に降伏し、⏎髪を切って信用させた。曹休の軍を石亭⏎まで案内して、行方をくらます。降伏は⏎偽りで、魏軍は攻撃を受けて大敗した	오의 신하. 파양 태수. 위의 조휴에게⏎항복해 머리칼을 잘라 믿게 한 뒤⏎조휴군을 석정으로 안내하고 잠적했다.⏎거짓 항복이었고 위군은 공격받아 대패
R346.0	bio	36	4	呉の将。夷陵の戦いでは水軍を率いる。⏎陸遜の火攻めで敗走する劉備を追ったが⏎救援にかけつけた趙雲の軍勢に行く手を⏎はばまれ、取り逃がした	오의 장수. 이릉대전 때 수군을 이끌고⏎육손의 화공으로 달아나는 유비를⏎쫓았으나 구원 온 조운의 군세에 길이⏎막혀 놓치고 말았다
R347.0	bio	36	4	呉の将。孫氏三代に仕えた宿将。孫策に⏎袁術から兵を借りて独立するよう進言し⏎た。のち呉郡の太守に任ぜられ、赤壁の⏎戦いでは四方巡警使を務めた	오의 장수. 손씨 3대를 섬긴 숙장.⏎손책에게 원술의 병사를 빌려 자립을⏎권했다. 후에 오군 태수가 되었고⏎적벽대전에선 사방순경사를 맡았다
R348.0	bio	36	4	曹操配下の将。袁術討伐に向かう劉備に⏎監軍として従うが、監視役を果たせずに⏎帰陣した。正史では、常に曹操に憎まれ⏎ていたとある	조조 휘하의 장수. 원술 토벌에 나선⏎유비를 감군으로 따라갔으나 감시역을⏎다하지 못하고 돌아왔다. 정사에는⏎늘 조조에게 미움받았다고 되어 있다
R349.0	bio	36	4	曹操配下の幕僚。旧友である呉の周瑜の⏎説得に赴くが、逆に周瑜の計にかかる。⏎正史では、説得に向かったが旧友・周瑜⏎の忠義に感じ入り無言で帰ったとある	조조의 막료. 옛 친구인 오의 주유를⏎설득하러 갔으나 도리어 그 계략에⏎걸렸다. 정사에선 주유의 충의에⏎감복해 말없이 돌아왔다고 한다
R350.0	bio	36	4	袁紹配下の将。官渡の戦いで曹操に敗北⏎した袁紹を黎陽郡で出迎える。散り散り⏎になった軍勢を呼び集めて、袁紹を無事⏎冀州へ帰還させた	원소 휘하의 장수. 관도대전에서⏎조조에게 패한 원소를 여양군에서⏎맞이했다. 흩어진 군세를 불러 모아⏎원소를 무사히 기주로 귀환시켰다
R351.0	bio	36	4	魏の臣。主簿。関羽の進攻を恐れて遷都⏎を考えた曹操を諌める。呉征伐では参謀⏎として従軍する。のち曹芳が帝位に即く⏎と太尉に昇進した	위의 신하. 주부. 관우의 공격을 겁내⏎천도를 고려한 조조를 간했다. 오 정벌⏎때는 참모로 종군했다. 후에 조방이⏎즉위하자 태위로 승진했다
R352.0	bio	36	3	蜀漢の将。魏の討伐に出た姜維の命令で⏎傅僉とともに陽平関を守る。鍾会の軍が⏎攻め寄せると降伏し、関を明け渡す	촉한의 장수. 위 토벌에 나선 강유의⏎명으로 부첨과 함께 양평관을 지켰다.⏎종회군이 몰려오자 항복해 관을 내줬다
R353.0	bio	36	4	劉備配下の臣。向寵の叔父。劉表に仕え⏎ていたが、劉表死後、劉備に帰順した。⏎関羽の補佐として、荊州守備の任に就い⏎た	유비 휘하의 신하. 향총의 숙부.⏎유표를 섬기다 그가 죽자 유비에게⏎귀순했다. 관우를 보좌해 형주 수비를⏎맡았다
R354.0	bio	36	4	諸葛誕の子。人質として呉に赴くが、父⏎が戦死したため呉に仕える。呉の右将軍⏎として晋の侵攻を迎撃するが敗北した。⏎子の諸葛恢は晋に仕えた	제갈탄의 아들. 인질로 오에 갔으나⏎부친이 전사해 오를 섬겼다. 오의⏎우장군으로 진의 침공을 막다 패했다.⏎아들 제갈회는 진을 섬겼다
R355.0	bio	36	4	魏の臣。司馬懿の弟。太傅。魏の臣下と⏎しての立場を守り通した。曹髦の死に涙⏎し、司馬炎が帝位を簒奪したあとも、魏⏎の廃帝・曹奐に仕えたという	위의 신하. 사마의의 동생. 태부. 위의⏎신하로서의 입장을 끝까지 지켰다.⏎조모의 죽음에 울었고, 사마염의 찬탈⏎후에도 폐제 조환을 섬겼다고 한다
R356.0	bio	36	4	魏・晋の臣。司馬孚の子だが、司馬朗の⏎養子となる。{U:F04A}艾の参謀役として蜀漢と⏎戦う。司馬炎が王位に即いた際に司徒に⏎任ぜられた。金銭欲が強かったという	위・진의 신하. 사마부의 아들이나⏎사마랑의 양자. 등애의 참모로 촉한과⏎싸웠다. 사마염이 왕위에 오르자⏎사도가 되었다. 금전욕이 강했다 한다
R357.0	bio	36	4	後漢の臣。司馬懿の兄。主簿。司馬懿の⏎兄弟は全員優秀で「司馬の八達」と呼ば⏎れた。正史では後漢の司徒・荀爽と並ん⏎で名士の代名詞とされた	후한의 신하. 사마의의 형. 주부.⏎형제가 모두 뛰어나 「사마팔달」이라⏎불렸다. 정사에선 후한의 사도 순상과⏎나란히 명사의 대명사로 꼽혔다
R358.0	bio	36	4	呉の将。左将軍。張悌に従い、劣勢なが⏎らも晋の侵攻に抵抗する。一度は張悌に⏎降伏を勧めるが、決死の覚悟で挑む張悌⏎とともに戦い、晋将・周旨に討たれた	오의 장수. 좌장군. 장제를 따라 열세⏎속에서도 진의 침공에 맞섰다. 한때⏎항복을 권했으나 결사적인 장제와 함께⏎싸우다 진의 장수 주지에게 죽었다
R359.0	bio	36	4	魏の将。上庸の太守。曹操の漢中放棄後⏎蜀漢に降る。孟達のもとで上庸都尉とな⏎るが孟達を説得して魏へ降伏。のち孟達⏎が蜀漢へ戻ろうとするのを阻止した	위의 장수. 상용 태수. 조조가 한중을⏎버린 뒤 촉한에 항복했다. 맹달 밑에서⏎상용도위가 됐으나 그를 설득해 위에⏎항복, 후에 맹달의 촉한 귀환을 막았다
R360.0	bio	36	4	劉璋配下の臣。劉備の使者・簡雍の傲慢⏎な態度をとがめた。劉備配下となるが、⏎呉討伐の無謀を諌めて投獄される。のち⏎に呉の使者・張温を酒席で論破した	유장 휘하의 신하. 유비의 사자 간옹의⏎오만한 태도를 꾸짖었다. 유비를 섬겨⏎오 토벌의 무모함을 간하다 투옥됐다.⏎후에 오의 사자 장온을 연회에서 논파
R361.0	bio	36	4	魏の将。輔国将軍。大斧の使い手。司馬⏎師にその武勇を評価された。廖化、張翼⏎と戦い、これを退ける。鉄籠山では姜維⏎を相手に戦うが、彼の槍の前に敗れた	위의 장수. 보국장군. 대부의 달인.⏎사마사에게 무용을 인정받았다. 요화,⏎장익과 싸워 물리쳤다. 철롱산에서는⏎강유와 싸웠으나 그의 창에 패했다
R362.0	bio	36	4	韓遂配下の「旗本八騎」の１人。馬超と⏎ともに長安を攻め落とすが、空の敵陣に⏎おびき寄せられて囲まれ、夏侯淵に斬り⏎殺された	한수 휘하 「팔부장」 중 1명. 마초와⏎함께 장안을 함락시켰으나 빈 적진에⏎유인되어 포위당한 끝에 하후연에게⏎베여 죽었다
R363.0	bio	36	4	呉の臣。孫権に招かれて補佐となる。民⏎政の達人であり、呉で屈指の文学者でも⏎あった。のちに太子少傅に任ぜられる。⏎諸葛亮に論戦を挑むが言い負かされた	오의 신하. 손권의 초빙으로 보좌가⏎되었다. 민정에 능했고 오의 손꼽히는⏎문학가였다. 후에 태자소부가 되었다.⏎제갈량에게 논전을 걸었다가 졌다
R364.0	bio	36	4	曹丕の子（正史は曹操の子）で、燕王。⏎大将軍の位について曹芳を補佐するよう⏎曹叡に命じられたが、この大任を固辞し⏎た	조비의 아들(정사에선 조조의 아들).⏎연왕. 대장군으로 조방을 보좌하라는⏎조예의 명을 받았으나 대임을 고사했다
R365.0	bio	36	4	魏の将。曹真の次男で、曹爽の弟。司馬⏎懿から兵権を奪い、驕慢にふるまう兄に⏎司馬懿を警戒するよう訴える。司馬懿の⏎政変により兄と同罪として処刑された	위의 장수. 조진의 차남, 조상의 동생.⏎사마의의 병권을 뺏고 교만한 형에게⏎사마의를 경계하라 호소했다. 사마의의⏎정변 때 형과 같은 죄로 처형되었다
R366.0	bio	36	4	魏の将。曹真の三男。司馬懿から兵権を⏎奪った兄・曹爽から、武衛将軍に任ぜら⏎れる。のちに政変を起こして兵権を握っ⏎た司馬懿の手で、処刑された	위의 장수. 조진의 삼남. 사마의에게서⏎병권을 빼앗은 형 조상이 그를⏎무위장군에 임명했다. 후에 정변으로⏎병권을 잡은 사마의에게 처형되었다
R367.0	bio	36	4	呂布配下の将。同僚の侯成がささいな事⏎から棒罰を受けたのを見て、侯成、魏続⏎とともに曹操に投降した。のちに袁紹軍⏎との戦いで、猛将・顔良に斬られた	여포 휘하의 장수. 동료 후성이 사소한⏎일로 곤장을 맞자 후성, 위속과 함께⏎조조에게 투항했다. 후에 원소군과의⏎싸움에서 맹장 안량에게 베였다
R368.0	bio	36	3	曹仁の弟。曹操軍の精鋭部隊「虎豹騎」⏎を率いる。南郡を守る曹仁を救けるため⏎出陣するが、呉の都督・周瑜に敗れた	조인의 동생. 조조군의 정예 부대⏎「호표기」를 이끌었다. 남군을 지키는⏎조인을 구하러 출진했으나 오의 도독⏎주유에게 패했다
R369.0	bio	36	4	呂布配下の武将。同僚の高順が夏侯惇に⏎追われているのを見て陣中から矢を放ち⏎夏侯惇の左目を射抜いた。直後、激怒し⏎た夏侯惇に突き殺される	여포 휘하의 무장. 동료 고순이⏎하후돈에게 쫓기자 진중에서 활을 쏴⏎하후돈의 왼눈을 맞혔다. 직후 격노한⏎하후돈에게 찔려 죽었다
R370.0	bio	36	4	黄祖配下の将。江夏都督。賊出身のため⏎重用されない甘寧を、他国へ移れるよう⏎計らった。のちに孫権軍に捕らわれるが⏎孫権に降っていた甘寧に命を救われた	황조 휘하의 장수. 강하 도독. 도적⏎출신이라 홀대받던 감녕을 타국으로⏎옮기도록 주선했다. 후에 손권군에⏎잡혔으나 앞서 귀순한 감녕이 구했다
R371.0	bio	36	3	孫堅配下の将。董卓討伐の際、敗走する⏎孫堅の頭巾をつけて影武者となり、華雄⏎に包囲された孫堅を脱出させた	손견 휘하의 장수. 동탁 토벌 때⏎패주하는 손견의 두건을 쓰고 대역이⏎되어 화웅에게 포위된 손견을 구출했다
R372.0	bio	36	4	孫堅の四男。父の死後、江南に逃れた。⏎孫策とよしみを結ぼうとした曹操の計ら⏎いで、曹操の従弟・曹仁（正史では曹操⏎の弟）の娘を妻とした	손견의 사남. 부친 사후 강남으로⏎피신했다. 손책과 우호를 맺으려던⏎조조의 주선으로 조조의 사촌 동생⏎조인(정사에선 동생)의 딸과 혼인했다
R373.0	bio	36	4	呉の武将。驃騎将軍。晋軍の呉侵攻時に⏎一軍を率いて夏口へ向かう。晋将・周旨⏎の夜襲を受け「晋軍は長江を飛んできた⏎のか」と驚く。周旨に斬られた	오의 무장. 표기장군. 진의 오 침공 때⏎한 부대를 이끌고 하구로 향했다. 진의⏎장수 주지의 야습에 「진군이 장강을⏎날아왔나」며 놀랐고, 주지에게 베였다
R374.0	bio	36	4	呉の将。孫静の曾孫。諸葛恪に御林軍の⏎指揮権を奪われる。滕胤とともに、専横⏎激しい諸葛恪を宴席で殺害し、その功で⏎丞相・大将軍となった。傲慢な性格	오의 장수. 손정의 증손. 제갈각에게⏎어림군 지휘권을 뺏겼다. 등윤과 함께⏎전횡한 제갈각을 연회에서 죽인 공으로⏎승상・대장군이 되었다. 오만한 성격
R375.0	bio	36	4	孫桓の従弟で、孫堅が兪家から取った養⏎子。魏軍を迎撃する際、徐盛と対立し、⏎独自に兵を動かして魏軍を混乱させる。⏎丁奉らの助けもあって、大勝を収めた	손환의 사촌 동생. 손견이 유씨 집에서⏎들인 양자. 위군 요격 때 서성과 다퉈⏎독단으로 군을 움직여 위군을 교란.⏎정봉 등의 도움으로 대승을 거두었다
